Section,Index,X_mm,Y_mm,Z_mm,FHNode_InternalName,Label,SegWidth_mm,SegHeight_mm
Section-3,85,-8.08625984,-23.36371342,2.0,FHNode284,Section-3_Node_85,0.25,0.035
Section-3,86,-5.06560331,-24.20929434,2.0,FHNode285,Section-3_Node_86,0.25,0.035
Section-3,87,-1.96093612,-24.66586243,2.0,FHNode286,Section-3_Node_87,0.25,0.035
Section-3,88,1.17783265,-24.72575023,2.0,FHNode287,Section-3_Node_88,0.25,0.035
Section-3,89,4.30020418,-24.38766977,2.0,FHNode288,Section-3_Node_89,0.25,0.035
Section-3,90,7.35590238,-23.65673848,2.0,FHNode289,Section-3_Node_90,0.25,0.035
Section-3,91,10.29568345,-22.54440207,2.0,FHNode290,Section-3_Node_91,0.25,0.035
Section-3,92,13.07212943,-21.06825539,2.0,FHNode291,Section-3_Node_92,0.25,0.035
Section-3,93,15.64041306,-19.25176426,2.0,FHNode292,Section-3_Node_93,0.25,0.035
Section-3,94,17.95902153,-17.12389244,2.0,FHNode293,Section-3_Node_94,0.25,0.035
Section-3,95,19.99042744,-14.71863989,2.0,FHNode294,Section-3_Node_95,0.25,0.035
Section-3,96,21.70169621,-12.0744995,2.0,FHNode295,Section-3_Node_96,0.25,0.035
Section-3,97,23.06501997,-9.23384109,2.0,FHNode296,Section-3_Node_97,0.25,0.035
Section-3,98,24.05816943,-6.24223248,2.0,FHNode297,Section-3_Node_98,0.25,0.035
Section-3,99,24.66485622,-3.14770857,2.0,FHNode298,Section-3_Node_99,0.25,0.035
Section-3,100,24.875,-0.0,2.0,FHNode299,Section-3_Node_100,0.25,0.035
Section-4,1,24.875,0.0,3.0,FHNode300,Section-4_Node_1,0.25,0.035
Section-4,2,24.66485622,3.14770857,3.0,FHNode301,Section-4_Node_2,0.25,0.035
Section-4,3,24.05816943,6.24223248,3.0,FHNode302,Section-4_Node_3,0.25,0.035
Section-4,4,23.06501997,9.23384109,3.0,FHNode303,Section-4_Node_4,0.25,0.035
Section-4,5,21.70169621,12.0744995,3.0,FHNode304,Section-4_Node_5,0.25,0.035
Section-4,6,19.99042744,14.71863989,3.0,FHNode305,Section-4_Node_6,0.25,0.035
Section-4,7,17.95902153,17.12389244,3.0,FHNode306,Section-4_Node_7,0.25,0.035
Section-4,8,15.64041306,19.25176426,3.0,FHNode307,Section-4_Node_8,0.25,0.035
Section-4,9,13.07212943,21.06825539,3.0,FHNode308,Section-4_Node_9,0.25,0.035
Section-4,10,10.29568345,22.54440207,3.0,FHNode309,Section-4_Node_10,0.25,0.035
Section-4,11,7.35590238,23.65673848,3.0,FHNode310,Section-4_Node_11,0.25,0.035
Section-4,12,4.30020418,24.38766977,3.0,FHNode311,Section-4_Node_12,0.25,0.035
Section-4,13,1.17783265,24.72575023,3.0,FHNode312,Section-4_Node_13,0.25,0.035
Section-4,14,-1.96093612,24.66586243,3.0,FHNode313,Section-4_Node_14,0.25,0.035
Section-4,15,-5.06560331,24.20929434,3.0,FHNode314,Section-4_Node_15,0.25,0.035
Section-4,16,-8.08625984,23.36371342,3.0,FHNode315,Section-4_Node_16,0.25,0.035
Section-4,17,-10.97438865,22.14303806,3.0,FHNode316,Section-4_Node_17,0.25,0.035
Section-4,18,-13.683644,20.56720859,3.0,FHNode317,Section-4_Node_18,0.25,0.035
Section-4,19,-16.17059517,18.66186165,3.0,FHNode318,Section-4_Node_19,0.25,0.035
Section-4,20,-18.39542263,16.45791312,3.0,FHNode319,Section-4_Node_20,0.25,0.035
Section-4,21,-20.32255565,13.99105657,3.0,FHNode320,Section-4_Node_21,0.25,0.035
Section-4,22,-21.92124093,11.30118516,3.0,FHNode321,Section-4_Node_22,0.25,0.035
Section-4,23,-23.16603336,8.43174659,3.0,FHNode322,Section-4_Node_23,0.25,0.035
Section-4,24,-24.03720095,5.42904125,3.0,FHNode323,Section-4_Node_24,0.25,0.035
Section-4,25,-24.52103755,2.34147519,3.0,FHNode324,Section-4_Node_25,0.25,0.035
Section-4,26,-24.61007838,-0.78122024,3.0,FHNode325,Section-4_Node_26,0.25,0.035
Section-4,27,-24.30321497,-3.88878941,3.0,FHNode326,Section-4_Node_27,0.25,0.035
Section-4,28,-23.60570782,-6.9312612,3.0,FHNode327,Section-4_Node_28,0.25,0.035
Section-4,29,-22.5290965,-9.85975257,3.0,FHNode328,Section-4_Node_29,0.25,0.035
Section-4,30,-21.09100893,-12.62725396,3.0,FHNode329,Section-4_Node_30,0.25,0.035
Section-4,31,-19.31487282,-15.18938388,3.0,FHNode330,Section-4_Node_31,0.25,0.035
Section-4,32,-17.22953408,-17.50510065,3.0,FHNode331,Section-4_Node_32,0.25,0.035
Section-4,33,-14.86878834,-19.53735983,3.0,FHNode332,Section-4_Node_33,0.25,0.035
Section-4,34,-12.27083333,-21.25370678,3.0,FHNode333,Section-4_Node_34,0.25,0.035
Section-4,35,-9.47765082,-22.62679492,3.0,FHNode334,Section-4_Node_35,0.25,0.035
Section-4,36,-6.5343282,-23.63482142,3.0,FHNode335,Section-4_Node_36,0.25,0.035
Section-4,37,-3.48833075,-24.2618733,3.0,FHNode336,Section-4_Node_37,0.25,0.035
Section-4,38,-0.38873615,-24.4981786,3.0,FHNode337,Section-4_Node_38,0.25,0.035
Section-4,39,2.71455627,-24.34025845,3.0,FHNode338,Section-4_Node_39,0.25,0.035
Section-4,40,5.77162879,-23.7909779,3.0,FHNode339,Section-4_Node_40,0.25,0.035
Section-4,41,8.73334831,-22.85949455,3.0,FHNode340,Section-4_Node_41,0.25,0.035
Section-4,42,11.55215597,-21.56110607,3.0,FHNode341,Section-4_Node_42,0.25,0.035
Section-4,43,14.18283088,-19.91699913,3.0,FHNode342,Section-4_Node_43,0.25,0.035
Section-4,44,16.5832155,-17.95390367,3.0,FHNode343,Section-4_Node_44,0.25,0.035
Section-4,45,18.71489133,-15.70365841,3.0,FHNode344,Section-4_Node_45,0.25,0.035
Section-4,46,20.54379366,-13.20269451,3.0,FHNode345,Section-4_Node_46,0.25,0.035
Section-4,47,22.04075602,-10.49144575,3.0,FHNode346,Section-4_Node_47,0.25,0.035
Section-4,48,23.18197519,-7.61369487,3.0,FHNode347,Section-4_Node_48,0.25,0.035
Section-4,49,23.9493897,-4.61586652,3.0,FHNode348,Section-4_Node_49,0.25,0.035
Section-4,50,24.33096558,-1.54627836,3.0,FHNode349,Section-4_Node_50,0.25,0.035
Section-4,51,24.3208849,1.54563772,3.0,FHNode350,Section-4_Node_51,0.25,0.035
Section-4,52,23.91963429,4.61013164,3.0,FHNode351,Section-4_Node_52,0.25,0.035
Section-4,53,23.1339918,7.59793561,3.0,FHNode352,Section-4_Node_53,0.25,0.035
Section-4,54,21.97691273,10.46105621,3.0,FHNode353,Section-4_Node_54,0.25,0.035
Section-4,55,20.46731607,13.15354534,3.0,FHNode354,Section-4_Node_55,0.25,0.035
Section-4,56,18.62977528,15.63223756,3.0,FHNode355,Section-4_Node_56,0.25,0.035
Section-4,57,16.49411831,17.85744213,3.0,FHNode356,Section-4_Node_57,0.25,0.035
Section-4,58,14.09494347,19.79357853,3.0,FHNode357,Section-4_Node_58,0.25,0.035
Section-4,59,11.47105892,21.40974539,3.0,FHNode358,Section-4_Node_59,0.25,0.035
Section-4,60,8.66485499,22.68021364,3.0,FHNode359,Section-4_Node_60,0.25,0.035
Section-4,61,5.72161932,23.58483605,3.0,FHNode360,Section-4_Node_61,0.25,0.035
Section-4,62,2.68880598,24.10936669,3.0,FHNode361,Section-4_Node_62,0.25,0.035
Section-4,63,-0.38472959,24.24568513,3.0,FHNode362,Section-4_Node_63,0.25,0.035
Section-4,64,-3.44951761,23.99192199,3.0,FHNode363,Section-4_Node_64,0.25,0.035
Section-4,65,-6.45627022,23.35248381,3.0,FHNode364,Section-4_Node_65,0.25,0.035
Section-4,66,-9.35667406,22.33797691,3.0,FHNode365,Section-4_Node_66,0.25,0.035
Section-4,67,-12.10416667,20.96503165,3.0,FHNode366,Section-4_Node_67,0.25,0.035
Section-4,68,-14.65468391,19.25602989,3.0,FHNode367,Section-4_Node_68,0.25,0.035
Section-4,69,-16.9673667,17.2387402,3.0,FHNode368,Section-4_Node_69,0.25,0.035
Section-4,70,-19.00521554,14.9458667,3.0,FHNode369,Section-4_Node_70,0.25,0.035
Section-4,71,-20.73568247,12.41451888,3.0,FHNode370,Section-4_Node_71,0.25,0.035
Section-4,72,-22.1311908,9.68561103,3.0,FHNode371,Section-4_Node_72,0.25,0.035
Section-4,73,-23.16957465,6.80320095,3.0,FHNode372,Section-4_Node_73,0.25,0.035
Section-4,74,-23.83443085,3.81377864,3.0,FHNode373,Section-4_Node_74,0.25,0.035
Section-4,75,-24.11537807,0.76551652,3.0,FHNode374,Section-4_Node_75,0.25,0.035
Section-4,76,-24.00821868,-2.29250692,3.0,FHNode375,Section-4_Node_76,0.25,0.035
Section-4,77,-23.51500116,-5.31109723,3.0,FHNode376,Section-4_Node_77,0.25,0.035
Section-4,78,-22.6439819,-8.2417354,3.0,FHNode377,Section-4_Node_78,0.25,0.035
Section-4,79,-21.40948719,-11.03735777,3.0,FHNode378,Section-4_Node_79,0.25,0.035
Section-4,80,-19.83167769,-13.6531118,3.0,FHNode379,Section-4_Node_80,0.25,0.035
Section-4,81,-17.93621929,-16.04707566,3.0,FHNode380,Section-4_Node_81,0.25,0.035
Section-4,82,-15.75386561,-18.1809301,3.0,FHNode381,Section-4_Node_82,0.25,0.035
Section-4,83,-13.31995911,-20.02057182,3.0,FHNode382,Section-4_Node_83,0.25,0.035
Section-4,84,-10.67385872,-21.53665844,3.0,FHNode383,Section-4_Node_84,0.25,0.035
Section-4,85,-7.85830338,-22.70507649,3.0,FHNode384,Section-4_Node_85,0.25,0.035
Section-4,86,-4.91872176,-23.50732491,3.0,FHNode385,Section-4_Node_86,0.25,0.035
Section-4,87,-1.90249928,-23.9308079,3.0,FHNode386,Section-4_Node_87,0.25,0.035
Section-4,88,1.14178575,-23.96903255,3.0,FHNode387,Section-4_Node_88,0.25,0.035
Section-4,89,4.16514448,-23.62170819,3.0,FHNode388,Section-4_Node_89,0.25,0.035
Section-4,90,7.11896592,-22.89474579,3.0,FHNode389,Section-4_Node_90,0.25,0.035
Section-4,91,9.95579844,-21.80015771,3.0,FHNode390,Section-4_Node_91,0.25,0.035
Section-4,92,12.63011212,-20.35585932,3.0,FHNode391,Section-4_Node_92,0.25,0.035
Section-4,93,15.09902946,-18.58537588,3.0,FHNode392,Section-4_Node_93,0.25,0.035
Section-4,94,17.32301283,-16.51745937,3.0,FHNode393,Section-4_Node_94,0.25,0.035
Section-4,95,19.26649761,-14.18562165,3.0,FHNode394,Section-4_Node_95,0.25,0.035
Section-4,96,20.89846092,-11.62759139,3.0,FHNode395,Section-4_Node_96,0.25,0.035
Section-4,97,22.19291676,-8.88470363,3.0,FHNode396,Section-4_Node_97,0.25,0.035
Section-4,98,23.12932977,-6.00123189,3.0,FHNode397,Section-4_Node_98,0.25,0.035
Section-4,99,23.6929409,-3.02367354,3.0,FHNode398,Section-4_Node_99,0.25,0.035
Section-4,100,23.875,-0.0,3.0,FHNode399,Section-4_Node_100,0.25,0.035
